Service,Question,Primary Data Source,Secondary Data Source,Custom Sentiment Score,Analysis Type
Alexa,How accurate or reliable are the results?,"Great product EXCEPT there is no possible way for it to act as a clock the displays the time PERMANENTLY.  When in 'Clock' mode, the screen rotates between the clock face and a 'Things to Try' screen.  I intended on buying several units for my house, but I do not need a screen in the house that is permanently trying to upset me.  Acting as clock should be a BASIC feature of the Echo Spot.  How could you get this wrong, Amazon??  #FAIL",1,0.12,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"Love it , Now if I can only find the correct smart (links)Plug to connect this too",5,0.59,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"Very pleased with my purchase of Echo Smart Speaker - love the fact that I can play music of different genre's whenever I want.Had some trouble at first with the WI FI, but it is now working.",5,0.27,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,I really like this product and the fact that I can get apps that I am unable to get on my smart tv,5,0.0,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"I like the fact that I can get any kind of music from Prime that I want on request from Alexa. I liked the informative photo little pamphlet but wish it included how to connect your TV etc. to the commands from Alexa. BUT, I really love having the music.",5,0.2,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"I love the Echo Show!! I have the dot and have been using that for the last 6 months,  but the Show is so much better.  The sound quality is amazing and the screen resolution is like watching a mini 4K tv.  I love being able to see my timers, events and list instead of having them read to me.  I purchased this on prime day, and it is worth every penny.  When the dot was given to me, I thought ""this is a cute novelty,  but I'll probably never use it"". Was I wrong!!  Echo is part of my daily routine,  and has made my life so much easier.",5,0.27,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,I bought this specifically so my wife could look at our Arlo security cameras from the bedroom when I’m at work. The system worked for three days and now it just gives me a error message. Very disappointed due to the fact that they advertise that these systems work together. I gave four stars because it does everything else very well.,4,-0.16,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"The problem I have with this item could just be my inexperience. I ordered the wrong thing, but then decided I’d set it up and use Alexa. I was trying to replace a small Bluetooth speaker in my bedroom. Thought I could learn as I go. I downloaded the app, but never could get the Echo to sync with my iPhone. I’ve decided to give this to one of my kids and they will probably enjoy it and use it as it is intended.",5,-0.12,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"The ability to respond with the accuracy and variety of information provided by Google search has spoiled me.I had originally expected to see that the same type of search engine in the Echo.Not so, the ability of Alexa to provide such detailed information is not part of the package.Perhaps improvements are in the offing with further updates.",3,0.0,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,The fact that she can help me find my phone when I am at home alone is worth the price of this device,5,0.0,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"Doesn't work with my fairly new smart TV, but that's mainly the TV manufacturers(LG) fault due to not supporting anything older than TVs from this year. My smart locks also need an additional piece of equipment in order to connect as well. Speakers sound great and works very well.",5,0.2,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"We are still testing this one out and so far, we like it. I was very hesitant about putting a voice activated device in our home and this would be our first. Unfortunately, it sometimes gets our WiFi light bulbs mixed up and won't turn them on but we've been able to manage and fix it. I mean, it's convenient, especially for those unable to reach to turn off lights or electronics that you could hook up to the Dot. I do like that it plays music and has reminders, alarms, etc - I'm just still getting used to the fact that The Man is always listening now.",4,0.0,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"Terrific sound for a small device, and nice form factor for the nightstand. I like the convenience of seeing the time and temperature rather than asking Alexa. Not using video much, but it would be nice if the device had a square/rectangular screen.",4,0.0,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"It's like Siri, in fact, Siri answers more accurately then Alexa.  I don't see a real need for it in my household, though it was a good bargain on prime day deals.",2,0.31,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"For the price, the product is nice quality and has a few nice features. So definitely no complaints there. The reason why I only gave it 3 stars is because the echo dot is not what I thought it was going to be so that may just be buyer error. First, I didn’t know that the product has to be plugged in at all times to work. So I really don’t like that it’s not a stand alone device. Also, the speaker is not very loud so if you are buying it as a Bluetooth speaker, don’t. Lastly, I’m sure the echo dot can do a lot but I haven’t quite figured out how to use it fully but it just kind of seems like an unnecessary device to own, plus setting it up was awful. I would definitely save the money and buy the nicer one that is actually “Alexa”.",2,0.0,Keyword/Text Analysis
